MODZCTA,score_mean,score_median,score_std,gain_bias_mean,gain_bias_median,gain_bias_std,loss_bias_mean,loss_bias_median,loss_bias_std,loss_aversion_scores_mean,loss_aversion_scores_median,loss_aversion_scores_std,rescale_avail_mean,rescale_avail_median,rescale_avail_std,rescale_realistic_mean,rescale_realistic_median,rescale_realistic_std,agency_mean,agency_median,agency_std,regulated_tdscores_mean,regulated_tdscores_median,regulated_tdscores_std,regulated_agency_mean,regulated_agency_median,regulated_agency_std,regulated_loss_mean,regulated_loss_median,regulated_loss_std,modzcta_count
10468,10.0,10.0,2.8284271247461903,2.0,2.0,1.4142135623730951,1.0,1.0,1.4142135623730951,3.0,3.0,0.0,6.142857142857142,6.142857142857142,5.454823740581938,8.142857142857142,8.142857142857142,8.28325086532813,14.285714285714285,14.285714285714285,13.738074605910066,62.5,62.5,17.67766952966369,72.32142857142857,72.32142857142857,21.465741571734483,50.0,50.0,0.0,2.0
10469,10.0,10.0,1.4142135623730951,0.0,0.0,0.0,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,5.333333333333333,5.333333333333333,3.7712361663282534,1.9047619047619047,1.9047619047619047,1.077496047522358,7.238095238095237,7.238095238095237,2.6937401188058954,62.5,62.5,8.838834764831844,61.30952380952381,61.30952380952381,4.208968935634202,16.666666666666668,16.666666666666668,23.570226039551585,2.0
10470,8.0,8.0,,1.0,1.0,,3.0,3.0,,4.0,4.0,,2.6666666666666665,2.6666666666666665,,8.88888888888889,8.88888888888889,,11.555555555555555,11.555555555555555,,50.0,50.0,,68.05555555555556,68.05555555555556,,66.66666666666667,66.66666666666667,,1.0
10472,8.5,8.5,3.5355339059327378,1.0,1.0,1.4142135623730951,1.0,1.0,0.0,2.0,2.0,1.4142135623730951,13.777777777777779,13.777777777777779,0.6285393610547073,11.11111111111111,11.11111111111111,0.6285393610547092,24.888888888888886,24.888888888888886,0.0,53.125,53.125,22.09708691207961,88.88888888888889,88.88888888888889,0.0,33.333333333333336,33.333333333333336,23.570226039551585,2.0
10473,11.151515151515152,11.0,3.5528641717414176,2.3484848484848486,2.0,0.7744461890711968,1.7424242424242424,2.0,1.057000197374351,4.090909090909091,4.0,1.249335487705028,5.703703703703704,6.0,5.294046338114282,3.948773448773449,4.222222222222222,6.0587882946503235,9.652477152477152,9.571428571428571,10.885465677479546,69.6969696969697,68.75,22.205401073383854,65.08199555074556,64.95535714285714,17.00854012106179,68.18181818181819,66.66666666666667,20.822258128417136,66.0
10474,10.0,10.0,,2.0,2.0,,2.0,2.0,,4.0,4.0,,7.0,7.0,,-1.0,-1.0,,6.0,6.0,,62.5,62.5,,59.375,59.375,,66.66666666666667,66.66666666666667,,1.0
10475,7.666666666666667,8.0,3.5118845842842465,1.6666666666666667,1.0,1.1547005383792517,1.3333333333333333,1.0,0.5773502691896257,3.0,2.0,1.7320508075688772,1.9894179894179895,1.1428571428571428,3.382007933195882,3.6402116402116405,2.2857142857142856,2.7974961510024645,5.62962962962963,3.4285714285714284,6.1444223700737535,47.916666666666664,50.0,21.949278651776538,58.7962962962963,55.35714285714286,9.600659953240237,50.0,33.333333333333336,28.867513459481284,3.0
11101,8.848484848484848,9.0,3.734310613429975,2.0,2.0,0.8660254037844385,1.9696969696969697,2.0,0.9837698055454996,3.9696969696969697,4.0,1.4248870236980302,5.194324194324194,4.0,6.049235856324085,2.07984607984608,1.0,6.335901840287872,7.274170274170274,6.222222222222222,10.489063063591123,55.303030303030305,56.25,23.339441333937344,61.36589105339105,59.72222222222222,16.389161036861125,66.16161616161617,66.66666666666667,23.748117061633835,33.0
11102,11.0,11.0,,1.0,1.0,,3.0,3.0,,4.0,4.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,68.75,68.75,,50.0,50.0,,66.66666666666667,66.66666666666667,,1.0
11103,4.0,4.0,5.656854249492381,2.0,2.0,0.0,2.0,2.0,1.4142135623730951,4.0,4.0,1.4142135623730951,6.5,6.5,2.1213203435596424,2.5,2.5,2.1213203435596424,9.0,9.0,4.242640687119285,25.0,25.0,35.35533905932738,64.0625,64.0625,6.629126073623883,66.66666666666666,66.66666666666666,23.570226039551585,2.0
11104,11.0,11.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,,4.0,4.0,,2.0,2.0,,6.0,6.0,,68.75,68.75,,59.375,59.375,,16.666666666666668,16.666666666666668,,1.0
11106,16.0,16.0,,3.0,3.0,,2.0,2.0,,5.0,5.0,,5.714285714285714,5.714285714285714,,3.4285714285714284,3.4285714285714284,,9.142857142857142,9.142857142857142,,100.0,100.0,,64.28571428571428,64.28571428571428,,83.33333333333333,83.33333333333333,,1.0
11109,13.0,13.0,,1.0,1.0,,0.0,0.0,,1.0,1.0,,16.0,16.0,,8.0,8.0,,24.0,24.0,,81.25,81.25,,87.5,87.5,,16.666666666666668,16.666666666666668,,1.0
11201,5.0,5.0,,0.0,0.0,,3.0,3.0,,3.0,3.0,,15.11111111111111,15.11111111111111,,8.88888888888889,8.88888888888889,,24.0,24.0,,31.25,31.25,,87.5,87.5,,50.0,50.0,,1.0
11203,10.833333333333334,11.0,2.2286019533929036,1.8333333333333333,2.0,1.169045194450012,2.0,2.0,0.6324555320336759,3.8333333333333335,4.0,1.4719601443879744,3.1957671957671963,5.444444444444445,10.747378249872002,3.6375661375661377,2.5,10.276139069785591,6.833333333333333,7.071428571428572,19.952886685260104,67.70833333333333,68.75,13.928762208705649,60.677083333333336,61.049107142857146,31.176385445718914,63.88888888888889,66.66666666666667,24.532669073132904,6.0
11206,10.786666666666667,11.0,3.5614047233645882,2.0533333333333332,2.0,0.9711143408801373,1.7733333333333334,2.0,1.1219352649501388,3.8266666666666667,4.0,1.398583582070101,6.007619047619047,7.0,5.221048115566233,4.4080423280423275,4.0,5.135742448665539,10.415661375661376,11.428571428571427,9.751123117044886,67.41666666666667,68.75,22.258779521028686,66.2744708994709,67.85714285714286,15.23612987038263,63.77777777777777,66.66666666666667,23.30972636783503,75.0
11207,8.166666666666666,8.0,1.7224014243685082,1.3333333333333333,1.5,1.2110601416389968,1.8333333333333333,2.0,1.1690451944500122,3.1666666666666665,3.0,0.9831920802501749,8.216931216931217,8.0,5.984355742052295,8.55026455026455,9.0,5.9921311184382455,16.76719576719577,17.0,11.965351282319874,51.041666666666664,50.0,10.765008902303178,76.19874338624338,76.5625,18.695861378624798,52.77777777777777,50.0,16.386534670836248,6.0
11208,11.666666666666666,11.0,4.041451884327381,2.0,2.0,1.0,1.6666666666666667,2.0,0.5773502691896257,3.6666666666666665,4.0,1.5275252316519468,4.962962962962963,6.0,3.667227790958982,5.888888888888889,7.0,2.834966849371794,10.851851851851853,14.0,6.338529382475898,72.91666666666667,68.75,25.259074277046125,66.95601851851852,71.875,9.903952160118589,61.111111111111114,66.66666666666667,25.458753860865777,3.0
11209,7.0,7.0,3.1622776601683795,1.3333333333333333,1.0,0.5163977794943223,1.8333333333333333,2.0,1.1690451944500122,3.1666666666666665,3.0,1.3291601358251257,4.166666666666667,5.0,3.0605010483034745,5.407407407407407,5.5,4.133373157912486,9.574074074074074,9.5,6.826389124373606,43.75,43.75,19.764235376052373,64.95949074074075,64.84375,10.666233006833762,52.77777777777778,50.0,22.15266893041876,6.0
11210,8.666666666666666,8.0,1.1547005383792517,2.3333333333333335,3.0,1.1547005383792515,1.6666666666666667,2.0,1.5275252316519468,4.0,5.0,2.6457513110645907,-4.021164021164021,-3.5555555555555554,6.045209146416583,0.0,1.7777777777777777,7.275869130553289,-4.021164021164021,-1.7777777777777777,13.285679518011564,54.166666666666664,50.0,7.216878364870324,43.716931216931215,47.22222222222222,20.758874246893072,66.66666666666667,83.33333333333333,44.09585518440984,3.0
11212,9.0,9.0,2.8284271247461903,2.5,2.5,0.7071067811865476,2.0,2.0,1.4142135623730951,4.5,4.5,2.1213203435596424,-6.5,-6.5,3.5355339059327378,-5.5,-5.5,6.363961030678928,-12.0,-12.0,9.899494936611665,56.25,56.25,17.67766952966369,31.25,31.25,15.467960838455728,75.0,75.0,35.35533905932738,2.0
11213,11.0,11.0,2.8284271247461903,2.5,2.5,0.7071067811865476,2.0,2.0,1.4142135623730951,4.5,4.5,0.7071067811865476,5.142857142857142,5.142857142857142,0.8081220356417692,4.0,4.0,5.656854249492381,9.142857142857142,9.142857142857142,6.46497628513415,68.75,68.75,17.67766952966369,64.28571428571428,64.28571428571428,10.101525445522118,75.0,75.0,11.785113019775785,2.0
11215,13.0,13.0,,3.0,3.0,,3.0,3.0,,6.0,6.0,,3.4285714285714284,3.4285714285714284,,8.0,8.0,,11.428571428571429,11.428571428571429,,81.25,81.25,,67.85714285714286,67.85714285714286,,100.0,100.0,,1.0
11216,11.666666666666666,11.0,1.1547005383792515,2.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,1.0,9.476190476190476,9.0,1.763191293483202,9.80952380952381,10.0,1.7222039352404879,19.28571428571429,19.0,3.4374884044331333,72.91666666666667,68.75,7.216878364870324,80.13392857142857,79.6875,5.371075631926776,66.66666666666667,66.66666666666667,16.66666666666666,3.0
11217,12.25,13.0,4.5,2.75,3.0,0.49999999999999994,2.75,3.0,0.49999999999999994,5.5,6.0,0.9999999999999999,12.071428571428571,11.642857142857142,3.104747297657721,11.785714285714285,11.071428571428571,3.3654911398256417,23.857142857142858,22.714285714285715,6.450228071694112,76.5625,81.25,28.125,87.27678571428572,85.49107142857143,10.078481362022048,91.66666666666667,100.0,16.666666666666664,4.0
11218,10.5,10.5,0.7071067811865476,3.0,3.0,0.0,1.0,1.0,1.4142135623730951,4.0,4.0,1.4142135623730951,-2.8333333333333335,-2.8333333333333335,11.549410759380276,-2.0,-2.0,2.8284271247461903,-4.833333333333334,-4.833333333333334,14.377837884126466,65.625,65.625,4.419417382415922,42.44791666666667,42.44791666666667,22.465371693947603,66.66666666666666,66.66666666666666,23.570226039551585,2.0
11220,9.175438596491228,10.0,3.33339598938607,2.0526315789473686,2.0,0.7421265927719126,1.7017543859649122,2.0,1.068458707683672,3.754385964912281,4.0,1.2716791732978483,6.609579504316346,7.0,5.769526904174283,4.825118351434141,5.0,5.764105926909303,11.434697855750489,12.0,11.045277820634134,57.34649122807018,62.5,20.833724933662936,67.86671539961014,68.75,17.258246594740836,62.57309941520467,66.66666666666667,21.194652888297465,57.0
11221,12.333333333333334,12.0,1.5275252316519468,2.3333333333333335,3.0,1.1547005383792515,2.0,2.0,0.0,4.333333333333333,5.0,1.1547005383792517,5.523809523809523,4.571428571428571,4.08414888426506,1.4285714285714286,0.0,7.953949089757175,6.9523809523809526,2.0,11.408315382384272,77.08333333333333,75.0,9.547032697824665,60.86309523809524,53.125,17.82549278497542,72.22222222222221,83.33333333333333,19.245008972987527,3.0
11222,14.0,14.0,,2.0,2.0,,2.0,2.0,,4.0,4.0,,-1.0,-1.0,,-11.0,-11.0,,-12.0,-12.0,,87.5,87.5,,31.25,31.25,,66.66666666666667,66.66666666666667,,1.0
11223,9.5,9.5,2.1213203435596424,2.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,9.0,9.0,1.4142135623730951,2.5,2.5,3.5355339059327378,11.5,11.5,4.949747468305833,59.375,59.375,13.258252147247767,67.96875,67.96875,7.733980419227864,50.0,50.0,0.0,2.0
11224,11.0,11.0,,2.0,2.0,,2.0,2.0,,4.0,4.0,,10.0,10.0,,9.0,9.0,,19.0,19.0,,68.75,68.75,,79.6875,79.6875,,66.66666666666667,66.66666666666667,,1.0
11225,11.0,11.0,4.08248290463863,1.25,1.5,0.9574271077563382,1.5,1.5,1.2909944487358056,2.75,3.0,2.217355782608345,6.861111111111111,7.722222222222222,8.357926673021542,6.611111111111111,12.722222222222221,14.49180270632375,13.472222222222221,20.444444444444443,21.86666948961138,68.75,68.75,25.515518153991437,71.05034722222223,81.94444444444444,34.16667107751778,45.833333333333336,50.0,36.95592971013908,4.0
11226,10.804347826086957,11.0,3.1907804358456633,1.9456521739130435,2.0,0.9762467985880742,1.815217391304348,2.0,0.9713403883417436,3.760869565217391,4.0,1.1894182271444915,6.6435472739820565,6.857142857142857,5.506558958348277,4.375258799171843,5.357142857142858,5.899393708832871,11.018806073153899,11.777777777777779,10.699437723401228,67.52717391304348,68.75,19.942377724035396,67.21688448930297,68.40277777777777,16.71787144281442,62.68115942028986,66.66666666666667,19.823637119074853,92.0
11228,11.5,11.5,2.1213203435596424,2.5,2.5,0.7071067811865476,1.0,1.0,1.4142135623730951,3.5,3.5,0.7071067811865476,1.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,2.0,2.0,2.8284271247461903,71.875,71.875,13.258252147247767,53.125,53.125,4.419417382415922,58.333333333333336,58.333333333333336,11.785113019775796,2.0
11229,12.0,12.0,1.4142135623730951,2.0,2.0,1.4142135623730951,1.5,1.5,2.1213203435596424,3.5,3.5,3.5355339059327378,5.571428571428571,5.571428571428571,6.262945776223707,4.357142857142858,4.357142857142858,9.39441866433556,9.928571428571429,9.928571428571429,15.657364440559267,75.0,75.0,8.838834764831844,65.51339285714286,65.51339285714286,24.464631938373856,58.333333333333336,58.333333333333336,58.92556509887896,2.0
11230,9.0,9.0,,2.0,2.0,,0.0,0.0,,2.0,2.0,,12.571428571428571,12.571428571428571,,10.285714285714286,10.285714285714286,,22.857142857142858,22.857142857142858,,56.25,56.25,,85.71428571428572,85.71428571428572,,33.333333333333336,33.333333333333336,,1.0
11231,13.5,13.5,0.7071067811865476,1.5,1.5,0.7071067811865476,2.0,2.0,0.0,3.5,3.5,0.7071067811865476,14.5,14.5,2.1213203435596424,14.055555555555555,14.055555555555555,1.4927809825049334,28.555555555555557,28.555555555555557,3.6141013260645747,84.375,84.375,4.419417382415922,94.61805555555556,94.61805555555556,5.647033321975902,58.333333333333336,58.333333333333336,11.785113019775796,2.0
11232,9.0,9.0,,2.0,2.0,,1.0,1.0,,3.0,3.0,,11.0,11.0,,13.0,13.0,,24.0,24.0,,56.25,56.25,,87.5,87.5,,50.0,50.0,,1.0
11234,10.767676767676768,11.0,3.0567031820957595,2.1313131313131315,2.0,0.8648046216350369,1.7373737373737375,2.0,1.0059603857362294,3.8686868686868685,4.0,1.345032164447095,5.622574955908289,6.222222222222222,5.105003702829879,4.682700016033349,5.0,4.600433426946203,10.305274971941637,12.0,8.909917115393784,67.29797979797979,68.75,19.104394888098497,66.10199214365882,68.75,13.921745492802787,64.47811447811448,66.66666666666667,22.41720274078492,99.0
11235,5.0,5.0,2.8284271247461903,1.5,1.5,0.7071067811865476,1.0,1.0,0.0,2.5,2.5,0.7071067811865476,1.6666666666666667,1.6666666666666667,6.128258770283412,-1.5555555555555554,-1.5555555555555554,7.856742013183861,0.1111111111111116,0.1111111111111116,13.985000783467273,31.25,31.25,17.67766952966369,50.173611111111114,50.173611111111114,21.85156372416762,41.66666666666667,41.66666666666667,11.785113019775793,2.0
11236,11.666666666666666,10.5,3.5023801430836525,2.6666666666666665,3.0,0.5163977794943222,2.0,2.0,1.0954451150103321,4.666666666666667,5.0,1.505545305418162,5.333333333333333,4.142857142857142,4.710965641873391,4.976190476190476,3.5,5.768610816158368,10.30952380952381,7.5,10.329437492504837,72.91666666666667,65.625,21.889875894272826,66.10863095238095,61.71875,16.139746082038812,77.77777777777779,83.33333333333334,25.092421756969365,6.0
11237,9.0,9.0,,3.0,3.0,,3.0,3.0,,6.0,6.0,,-4.0,-4.0,,6.0,6.0,,2.0,2.0,,56.25,56.25,,53.125,53.125,,100.0,100.0,,1.0
11238,12.666666666666666,12.0,3.055050463303893,2.0,2.0,1.0,1.6666666666666667,2.0,0.5773502691896258,3.6666666666666665,4.0,0.5773502691896258,7.857142857142857,10.285714285714286,4.838198349107457,7.142857142857143,10.0,5.198115828188644,15.0,20.571428571428573,10.023441911594142,79.16666666666667,75.0,19.094065395649334,73.4375,82.14285714285714,15.661627986865845,61.111111111111114,66.66666666666667,9.622504486493765,3.0
11239,11.5,11.5,6.363961030678928,2.0,2.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,15.11111111111111,15.11111111111111,1.2570787221094184,11.174603174603174,11.174603174603174,1.9754094204576553,26.285714285714285,26.285714285714285,3.232488142567073,71.875,71.875,39.7747564417433,91.07142857142857,91.07142857142857,5.050762722761051,83.33333333333333,83.33333333333333,0.0,2.0
11357,7.0,7.0,,1.0,1.0,,2.0,2.0,,3.0,3.0,,6.0,6.0,,1.0,1.0,,7.0,7.0,,43.75,43.75,,60.9375,60.9375,,50.0,50.0,,1.0
11367,14.0,14.0,,1.0,1.0,,3.0,3.0,,4.0,4.0,,-4.444444444444445,-4.444444444444445,,-7.111111111111111,-7.111111111111111,,-11.555555555555555,-11.555555555555555,,87.5,87.5,,31.944444444444443,31.944444444444443,,66.66666666666667,66.66666666666667,,1.0
11373,7.5,7.5,4.949747468305833,3.0,3.0,0.0,1.0,1.0,1.4142135623730951,4.0,4.0,1.4142135623730951,3.111111111111111,3.111111111111111,1.885618083164127,3.1111111111111107,3.1111111111111107,0.628539361054709,6.222222222222222,6.222222222222222,2.5141574442188355,46.875,46.875,30.935921676911455,59.72222222222222,59.72222222222222,3.9283710065919317,66.66666666666666,66.66666666666666,23.570226039551578,2.0
11374,9.5,9.5,2.1213203435596424,2.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,6.444444444444445,6.444444444444445,7.856742013183861,-0.7777777777777777,-0.7777777777777777,3.9283710065919304,5.666666666666667,5.666666666666667,11.785113019775793,59.375,59.375,13.258252147247767,58.854166666666664,58.854166666666664,18.41423909339968,50.0,50.0,0.0,2.0
11375,8.725,9.0,3.328104873840674,1.95,2.0,0.9594335935919798,1.6,2.0,1.0076629473115577,3.55,4.0,1.5012815038646663,6.801190476190476,8.0,4.873640900047285,3.898015873015873,4.571428571428571,5.474511946867242,10.69920634920635,11.777777777777779,9.441801958094555,54.53125,56.25,20.800655461504217,66.71750992063491,68.40277777777777,14.752815559522743,59.166666666666664,66.66666666666667,25.02135839774444,40.0
11377,7.0,7.0,,2.0,2.0,,2.0,2.0,,4.0,4.0,,5.0,5.0,,-2.0,-2.0,,3.0,3.0,,43.75,43.75,,54.6875,54.6875,,66.66666666666667,66.66666666666667,,1.0
11385,6.0,6.0,,3.0,3.0,,1.0,1.0,,4.0,4.0,,6.857142857142857,6.857142857142857,,6.857142857142857,6.857142857142857,,13.714285714285714,13.714285714285714,,37.5,37.5,,71.42857142857143,71.42857142857143,,66.66666666666667,66.66666666666667,,1.0
11412,10.333333333333334,11.0,3.055050463303893,1.6666666666666667,2.0,0.5773502691896257,2.3333333333333335,3.0,1.1547005383792515,4.0,4.0,1.0,5.296296296296297,4.0,5.178699647706194,-0.22222222222222218,-2.0,3.6717136981907346,5.0740740740740735,2.0,8.801187723812863,64.58333333333333,68.75,19.094065395649334,57.92824074074074,53.125,13.751855818457598,66.66666666666667,66.66666666666667,16.666666666666664,3.0
11415,9.0,9.0,2.8284271247461903,2.5,2.5,0.7071067811865476,3.0,3.0,0.0,5.5,5.5,0.7071067811865476,4.5,4.5,4.949747468305833,5.5,5.5,3.5355339059327378,10.0,10.0,8.48528137423857,56.25,56.25,17.67766952966369,65.625,65.625,13.258252147247767,91.66666666666666,91.66666666666666,11.78511301977579,2.0
11417,11.0,11.0,,2.0,2.0,,1.0,1.0,,3.0,3.0,,6.0,6.0,,6.0,6.0,,12.0,12.0,,68.75,68.75,,68.75,68.75,,50.0,50.0,,1.0
11420,9.8,10.5,4.2002506190890445,2.0,2.0,0.8583950752789521,1.8,2.0,1.0052493799000692,3.8,4.0,1.2396943596157715,5.912698412698413,7.5,5.972008852770685,5.925396825396826,7.0,5.1695269061861815,11.838095238095239,14.428571428571429,10.465597540638402,61.25,65.625,26.251566369306524,68.49702380952381,72.54464285714286,16.352496157247504,63.333333333333336,66.66666666666667,20.66157266026286,20.0
11422,15.0,15.0,,3.0,3.0,,2.0,2.0,,5.0,5.0,,-2.0,-2.0,,-6.0,-6.0,,-8.0,-8.0,,93.75,93.75,,37.5,37.5,,83.33333333333333,83.33333333333333,,1.0
11423,16.0,16.0,,2.0,2.0,,1.0,1.0,,3.0,3.0,,2.2857142857142856,2.2857142857142856,,2.2857142857142856,2.2857142857142856,,4.571428571428571,4.571428571428571,,100.0,100.0,,57.14285714285714,57.14285714285714,,50.0,50.0,,1.0
11427,14.0,14.0,,0.0,0.0,,2.0,2.0,,2.0,2.0,,6.0,6.0,,7.0,7.0,,13.0,13.0,,87.5,87.5,,70.3125,70.3125,,33.333333333333336,33.333333333333336,,1.0
11428,11.0,11.0,,2.0,2.0,,3.0,3.0,,5.0,5.0,,-6.0,-6.0,,0.0,0.0,,-6.0,-6.0,,68.75,68.75,,40.625,40.625,,83.33333333333333,83.33333333333333,,1.0
11433,10.552631578947368,11.0,3.1937216147449874,2.3947368421052633,3.0,0.8232918002359214,1.4473684210526316,1.0,1.1554189229991285,3.8421052631578947,4.0,1.38576383053737,4.839598997493734,5.857142857142858,5.063879748675271,4.711361737677527,5.333333333333333,4.8526528980023675,9.550960735171262,11.0,8.638362920042,65.95394736842105,68.75,19.96076009215617,64.9233761487051,67.1875,13.497442062565625,64.03508771929825,66.66666666666667,23.096063842289496,38.0
11434,15.0,15.0,,2.0,2.0,,3.0,3.0,,5.0,5.0,,9.0,9.0,,8.0,8.0,,17.0,17.0,,93.75,93.75,,76.5625,76.5625,,83.33333333333333,83.33333333333333,,1.0
11435,9.0,11.0,7.211102550927978,2.0,2.0,1.0,2.0,3.0,1.7320508075688772,4.0,5.0,2.6457513110645907,7.666666666666667,8.0,1.5275252316519465,6.333333333333333,6.0,2.5166114784235836,14.0,14.0,4.0,56.25,68.75,45.069390943299865,71.875,71.875,6.25,66.66666666666667,83.33333333333333,44.09585518440984,3.0
11436,13.0,13.0,,2.0,2.0,,3.0,3.0,,5.0,5.0,,-3.0,-3.0,,0.0,0.0,,-3.0,-3.0,,81.25,81.25,,45.3125,45.3125,,83.33333333333333,83.33333333333333,,1.0
11691,8.0,8.0,,3.0,3.0,,3.0,3.0,,6.0,6.0,,9.142857142857142,9.142857142857142,,9.142857142857142,9.142857142857142,,18.285714285714285,18.285714285714285,,50.0,50.0,,78.57142857142857,78.57142857142857,,100.0,100.0,,1.0
11692,9.75,9.5,0.9574271077563381,1.25,1.0,0.5,1.5,1.0,1.0,2.75,2.5,0.9574271077563382,2.757936507936508,5.015873015873016,8.849804236332913,5.214285714285714,3.0,7.023284887589631,7.972222222222222,5.444444444444445,11.993954238348792,60.9375,59.375,5.983919423477113,62.45659722222222,58.50694444444444,18.740553497419985,45.833333333333336,41.66666666666667,15.957118462605635,4.0
11694,7.5,7.5,2.1213203435596424,2.0,2.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,0.5714285714285716,0.5714285714285716,10.505586463342992,4.571428571428571,4.571428571428571,4.848732213850612,5.142857142857143,5.142857142857143,15.354318677193602,46.875,46.875,13.258252147247767,58.035714285714285,58.035714285714285,23.991122933115008,83.33333333333333,83.33333333333333,0.0,2.0
